,id_org,id_match,MATCH,phone_scaled,last_name_scaled,first_name_scaled,city_scaled,state_scaled,address_1_scaled,address_1_2_scaled,dob_scaled,zip_scaled,similarity
26585,rec-3115-org,rec-9040-dup-2,0,0.30000000000000004,0.4,0.19999999999999996,0.09999999999999998,0.7,0.7,0.0,0.6,0.7,0.12518455792849775
2036,rec-8405-org,rec-1601-dup-0,0,1.0,1.0,0.4,0.0,0.7,0.0,0.0,0.6,0.6,0.10491761789696108
4137,rec-3759-org,rec-1601-dup-0,0,0.0,0.19999999999999996,0.19999999999999996,0.4,0.7,0.0,0.0,0.5,0.7,0.2669187128940483
8419,rec-6822-org,rec-1601-dup-0,0,0.0,0.19999999999999996,0.19999999999999996,0.30000000000000004,1.0,0.0,0.0,0.4,0.8,0.255403976408347
9495,rec-3368-org,rec-1601-dup-0,0,0.0,1.0,0.5,0.19999999999999996,1.0,1.0,0.0,0.5,0.7,0.11512756304711931
13848,rec-8618-org,rec-1601-dup-0,0,0.0,0.19999999999999996,0.4,0.30000000000000004,0.7,0.0,0.0,0.6,0.8,0.27320339337145616
16304,rec-1601-org,rec-1601-dup-0,1,1.0,1.0,0.9,0.8,1.0,0.0,0.0,1.0,1.0,0.5797511107720442
16918,rec-3230-org,rec-1601-dup-0,0,0.09999999999999998,1.0,0.4,0.4,0.7,0.0,0.0,0.6,0.7,0.12588030910823766
28541,rec-1966-org,rec-1601-dup-0,0,0.0,0.19999999999999996,0.30000000000000004,0.0,1.0,0.0,0.0,0.19999999999999996,0.7,0.2757430207903097
2037,rec-8405-org,rec-5545-dup-0,0,0.0,1.0,0.5,0.0,0.7,0.30000000000000004,0.0,0.6,0.6,0.10463005225440893
6467,rec-5545-org,rec-5545-dup-0,1,1.0,1.0,0.7,0.9,1.0,0.7,0.0,1.0,1.0,0.624061511748676
9496,rec-3368-org,rec-5545-dup-0,0,0.30000000000000004,1.0,0.4,0.0,0.8,0.0,1.0,0.7,0.7,0.11126669598154856
15861,rec-4498-org,rec-5545-dup-0,0,0.19999999999999996,1.0,0.4,0.0,0.8,0.30000000000000004,0.0,0.6,0.6,0.10085726968556308
2038,rec-4333-org,rec-4333-dup-2,1,1.0,1.0,1.0,1.0,1.0,0.8,0.0,1.0,0.9,0.5908766087553616
7391,rec-1731-org,rec-4333-dup-2,0,0.30000000000000004,0.09999999999999998,0.5,0.5,1.0,0.0,0.0,1.0,1.0,0.10300012913778503
14926,rec-6144-org,rec-4333-dup-2,0,0.0,1.0,0.5,0.09999999999999998,0.7,0.19999999999999996,0.0,0.19999999999999996,0.7,0.10700728531753007
26629,rec-8715-org,rec-4333-dup-2,0,0.30000000000000004,1.0,0.6,0.4,1.0,0.0,0.0,0.19999999999999996,0.7,0.10129763186355624
2040,rec-4333-org,rec-4333-dup-0,1,1.0,1.0,1.0,0.9,1.0,0.8,0.0,1.0,1.0,0.5535899391305532
14927,rec-6144-org,rec-4333-dup-0,0,0.0,1.0,0.5,0.0,0.7,0.19999999999999996,0.0,0.19999999999999996,0.7,0.10344734813604572
2041,rec-4632-org,rec-2589-dup-0,0,0.19999999999999996,0.5,0.4,1.0,0.9,0.0,0.0,0.5,0.6,0.10593259887591178
16446,rec-2589-org,rec-2589-dup-0,1,1.0,1.0,0.9,1.0,0.9,0.6,0.0,1.0,1.0,0.6890617353468702
2042,rec-3430-org,rec-3430-dup-0,1,0.9,0.9,0.8,0.9,1.0,0.9,0.0,0.9,1.0,0.5900088451754923
2043,rec-7318-org,rec-4848-dup-1,0,0.30000000000000004,0.30000000000000004,0.6,0.30000000000000004,0.7,0.09999999999999998,0.0,0.4,0.5,0.10692895164820379
2200,rec-381-org,rec-4848-dup-1,0,0.09999999999999998,0.30000000000000004,0.5,0.0,0.7,0.9,0.0,0.4,0.5,0.1327855335884298
4662,rec-3323-org,rec-4848-dup-1,0,0.5,0.0,0.9,0.0,0.7,0.09999999999999998,0.0,0.4,0.5,0.10609520846236388
12798,rec-4848-org,rec-4848-dup-1,1,1.0,0.7,0.9,1.0,1.0,0.9,0.0,0.9,0.8,0.7886328939349669
14784,rec-1691-org,rec-4848-dup-1,0,0.09999999999999998,0.30000000000000004,0.30000000000000004,0.0,0.7,0.9,0.0,0.6,0.6,0.17837298297192966
16702,rec-6050-org,rec-4848-dup-1,0,0.09999999999999998,0.30000000000000004,0.30000000000000004,0.0,0.7,0.0,0.0,0.5,0.5,0.11029520319153821
17256,rec-8044-org,rec-4848-dup-1,0,0.19999999999999996,0.4,0.4,0.0,0.7,0.9,0.0,0.4,0.6,0.19733008692173443
20087,rec-377-org,rec-4848-dup-1,0,0.19999999999999996,0.4,0.5,0.0,0.7,0.9,0.0,0.4,0.5,0.1500051775852837
21443,rec-8825-org,rec-4848-dup-1,0,0.4,0.30000000000000004,0.6,1.0,1.0,0.0,0.0,0.6,0.6,0.26115217254962836
24130,rec-7929-org,rec-4848-dup-1,0,0.09999999999999998,0.4,0.30000000000000004,0.0,0.7,0.09999999999999998,0.0,0.4,0.6,0.10741757653967939
27721,rec-1809-org,rec-4848-dup-1,0,0.09999999999999998,0.30000000000000004,0.4,0.0,0.7,0.0,0.0,0.4,0.5,0.10328837872795729
28890,rec-8113-org,rec-4848-dup-1,0,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004,1.0,0.0,0.0,0.4,0.6,0.10666135085535457
2044,rec-7318-org,rec-4848-dup-0,0,0.30000000000000004,0.5,0.6,0.09999999999999998,0.7,0.09999999999999998,0.0,0.5,0.7,0.1018044288288686
2199,rec-381-org,rec-4848-dup-0,0,0.09999999999999998,0.5,0.6,0.0,0.7,0.9,0.0,0.4,0.6,0.13386378115029832
4661,rec-3323-org,rec-4848-dup-0,0,0.5,0.0,1.0,0.0,0.7,0.09999999999999998,0.0,0.5,0.6,0.1069567247492589
12799,rec-4848-org,rec-4848-dup-0,1,1.0,0.7,1.0,0.8,1.0,0.9,0.0,1.0,1.0,0.7709107907187868
14783,rec-1691-org,rec-4848-dup-0,0,0.09999999999999998,0.30000000000000004,0.30000000000000004,0.0,0.7,0.9,0.0,0.6,0.7,0.1798214105889684
16701,rec-6050-org,rec-4848-dup-0,0,0.09999999999999998,0.5,0.4,0.0,0.7,0.0,0.0,0.6,0.6,0.11119082435382298
17255,rec-8044-org,rec-4848-dup-0,0,0.19999999999999996,0.5,0.5,0.0,0.7,0.9,0.0,0.5,0.7,0.19893245036718435
18220,rec-5954-org,rec-4848-dup-0,0,0.0,0.4,1.0,0.0,0.9,0.19999999999999996,0.0,0.5,0.6,0.11855536435218071
20086,rec-377-org,rec-4848-dup-0,0,0.19999999999999996,0.4,0.6,0.0,0.7,0.9,0.0,0.4,0.6,0.15122325242090784
21444,rec-8825-org,rec-4848-dup-0,0,0.4,0.5,0.6,0.8,1.0,0.0,0.0,0.6,0.7,0.18609255532215485
24129,rec-7929-org,rec-4848-dup-0,0,0.09999999999999998,0.30000000000000004,0.4,0.0,0.7,0.09999999999999998,0.0,0.5,0.7,0.10828983074445389
27720,rec-1809-org,rec-4848-dup-0,0,0.09999999999999998,0.19999999999999996,0.4,0.0,0.7,0.0,0.0,0.5,0.6,0.10412710294378918
28891,rec-8113-org,rec-4848-dup-0,0,0.30000000000000004,0.30000000000000004,0.4,0.09999999999999998,1.0,0.0,0.0,0.5,0.8,0.1020384511634662
2048,rec-788-org,rec-1475-dup-0,0,0.09999999999999998,0.09999999999999998,0.5,0.30000000000000004,0.7,1.0,0.0,0.6,0.7,0.20543983607528926
11330,rec-3698-org,rec-1475-dup-0,0,0.09999999999999998,1.0,0.5,0.0,0.7,0.0,0.0,0.5,0.6,0.1490152539971636
11539,rec-2988-org,rec-1475-dup-0,0,0.30000000000000004,0.09999999999999998,0.4,0.09999999999999998,0.8,1.0,0.0,0.5,0.7,0.15972475974729478
17427,rec-1475-org,rec-1475-dup-0,1,1.0,1.0,1.0,0.8,0.8,1.0,0.0,1.0,0.7,0.7240659153250608
21167,rec-9965-org,rec-1475-dup-0,0,0.0,1.0,0.5,0.09999999999999998,0.7,0.0,0.0,0.7,0.6,0.1501387676020566
28483,rec-1017-org,rec-1475-dup-0,0,0.09999999999999998,1.0,0.5,0.0,0.7,0.0,0.0,0.6,0.6,0.14974468185939288
2049,rec-788-org,rec-1475-dup-2,0,0.09999999999999998,0.09999999999999998,0.5,0.30000000000000004,0.7,1.0,0.0,0.5,0.6,0.20286000168351492
4968,rec-2746-org,rec-1475-dup-2,0,0.0,0.19999999999999996,0.5,0.9,1.0,0.0,0.0,0.6,0.7,0.13375520332184723
5027,rec-9880-org,rec-1475-dup-2,0,0.4,0.09999999999999998,0.4,0.9,1.0,0.0,0.0,0.4,0.7,0.1429677378897148
11540,rec-2988-org,rec-1475-dup-2,0,0.19999999999999996,0.09999999999999998,0.4,0.09999999999999998,1.0,1.0,0.0,0.4,0.7,0.14486334501684808
17429,rec-1475-org,rec-1475-dup-2,1,0.9,0.9,0.9,0.9,1.0,1.0,0.0,0.9,0.8,0.5558632171118829
2050,rec-788-org,rec-1475-dup-1,0,0.09999999999999998,0.0,0.30000000000000004,0.4,0.6,0.9,0.0,0.6,0.6,0.1641321456323109
11537,rec-2988-org,rec-1475-dup-1,0,0.30000000000000004,0.0,0.30000000000000004,0.09999999999999998,0.8,0.9,0.0,0.5,0.8,0.187086430874685
17428,rec-1475-org,rec-1475-dup-1,1,1.0,0.8,0.7,0.9,0.8,0.9,0.0,1.0,1.0,0.6744515900652157
2051,rec-548-org,rec-1423-dup-2,0,0.30000000000000004,0.19999999999999996,0.6,1.0,1.0,0.0,0.0,0.5,0.7,0.14793447810015742
3453,rec-4493-org,rec-1423-dup-2,0,0.0,0.30000000000000004,0.4,0.0,1.0,0.0,0.0,0.7,0.7,0.12490018154618211
6146,rec-9948-org,rec-1423-dup-2,0,0.30000000000000004,0.30000000000000004,0.5,1.0,1.0,0.0,0.0,0.7,0.7,0.15416476414307786
13283,rec-8087-org,rec-1423-dup-2,0,0.0,0.19999999999999996,0.9,0.30000000000000004,1.0,0.0,0.0,0.7,0.6,0.10734821431317992
22991,rec-1423-org,rec-1423-dup-2,1,0.9,0.7,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7455630219569314
2052,rec-548-org,rec-1423-dup-0,0,0.19999999999999996,0.5,0.4,1.0,1.0,0.0,0.0,0.5,0.7,0.1458072681759577
6147,rec-9948-org,rec-1423-dup-0,0,0.19999999999999996,0.4,0.19999999999999996,1.0,1.0,0.0,0.0,0.6,0.6,0.15194796640627822
13284,rec-8087-org,rec-1423-dup-0,0,0.0,0.6,0.30000000000000004,0.30000000000000004,1.0,0.0,0.0,0.7,0.6,0.10580461075459964
15631,rec-2650-org,rec-1423-dup-0,0,0.4,0.30000000000000004,0.30000000000000004,0.0,1.0,0.0,0.0,0.5,0.7,0.10023791583177175
22992,rec-1423-org,rec-1423-dup-0,1,0.19999999999999996,0.30000000000000004,0.30000000000000004,1.0,1.0,0.8,0.0,0.9,0.9,0.4176627789851587
2053,rec-548-org,rec-780-dup-0,0,0.19999999999999996,0.6,0.4,0.0,0.7,0.9,0.0,0.6,0.7,0.14333812886324776
5873,rec-4863-org,rec-780-dup-0,0,0.19999999999999996,0.6,0.30000000000000004,0.19999999999999996,1.0,0.9,0.0,0.4,0.6,0.19461999969497157
6857,rec-1192-org,rec-780-dup-0,0,0.09999999999999998,1.0,0.8,0.09999999999999998,0.7,0.0,0.0,0.4,0.7,0.11627804126565085
7047,rec-5601-org,rec-780-dup-0,0,0.19999999999999996,0.5,0.4,1.0,0.7,0.0,0.0,0.5,0.6,0.12535557613919848
7687,rec-218-org,rec-780-dup-0,0,0.19999999999999996,0.30000000000000004,0.19999999999999996,1.0,0.8,0.0,0.0,0.6,0.6,0.13816353482729793
7801,rec-780-org,rec-780-dup-0,1,1.0,1.0,1.0,1.0,1.0,0.9,0.0,1.0,1.0,0.8600694109498209
8478,rec-7867-org,rec-780-dup-0,0,0.5,0.4,0.19999999999999996,0.0,1.0,0.19999999999999996,0.0,0.19999999999999996,0.6,0.12831795236718693
8644,rec-4966-org,rec-780-dup-0,0,0.09999999999999998,0.7,1.0,0.09999999999999998,0.7,0.0,0.0,0.6,0.6,0.10182562728261
9498,rec-2607-org,rec-780-dup-0,0,0.09999999999999998,0.6,0.30000000000000004,0.4,0.8,0.0,0.0,0.7,0.7,0.12578291876232753
10212,rec-7785-org,rec-780-dup-0,0,0.30000000000000004,0.5,1.0,0.19999999999999996,0.7,0.9,0.0,0.6,0.8,0.2121501390132383
11519,rec-4673-org,rec-780-dup-0,0,0.30000000000000004,0.4,0.0,1.0,1.0,0.19999999999999996,0.0,0.5,0.6,0.13428304599004745
12542,rec-7187-org,rec-780-dup-0,0,0.19999999999999996,0.0,0.19999999999999996,1.0,0.7,0.0,0.0,0.6,0.6,0.13177377063240242
17841,rec-9787-org,rec-780-dup-0,0,0.30000000000000004,0.30000000000000004,0.4,0.4,0.8,0.19999999999999996,0.0,0.6,0.6,0.1388949130933709
24539,rec-477-org,rec-780-dup-0,0,0.30000000000000004,0.5,0.30000000000000004,1.0,0.7,0.0,0.0,0.5,0.6,0.1470196612228791
2054,rec-548-org,rec-1423-dup-1,0,0.19999999999999996,0.19999999999999996,0.6,1.0,0.7,0.0,0.0,0.5,0.7,0.10925796596577803
3452,rec-4493-org,rec-1423-dup-1,0,0.0,0.30000000000000004,0.4,0.0,0.7,0.0,0.0,0.7,0.7,0.1252961612135468
6148,rec-9948-org,rec-1423-dup-1,0,0.30000000000000004,0.4,0.5,1.0,0.7,0.0,0.0,0.7,0.6,0.11385938403394194
22990,rec-1423-org,rec-1423-dup-1,1,1.0,1.0,1.0,1.0,0.7,1.0,0.0,1.0,0.9,0.7575969262984683
2055,rec-461-org,rec-6208-dup-0,0,0.0,0.30000000000000004,0.30000000000000004,0.9,1.0,0.0,0.0,0.19999999999999996,0.6,0.1474524732118784
4129,rec-6208-org,rec-6208-dup-0,1,1.0,0.8,0.8,0.9,1.0,0.9,0.0,1.0,1.0,0.6356512567201774
29241,rec-2396-org,rec-6208-dup-0,0,0.0,0.30000000000000004,0.30000000000000004,0.9,1.0,0.0,0.0,0.19999999999999996,0.7,0.15298184423506817
2060,rec-1255-org,rec-1255-dup-1,1,1.0,0.9,0.8,0.8,0.9,1.0,0.0,1.0,1.0,0.6583592217846939
2061,rec-1255-org,rec-1255-dup-2,1,1.0,0.9,0.9,0.8,1.0,0.7,0.0,1.0,1.0,0.5318183632672961
2062,rec-1255-org,rec-1255-dup-0,1,1.0,0.8,0.9,0.7,1.0,0.8,0.0,1.0,1.0,0.46976020623994924
2063,rec-6110-org,rec-8191-dup-0,0,0.19999999999999996,0.30000000000000004,0.4,0.0,0.7,1.0,0.0,0.4,0.9,0.14104010305314496
4132,rec-5610-org,rec-8191-dup-0,0,0.5,0.4,0.5,0.09999999999999998,0.7,1.0,0.0,0.6,0.8,0.1299120832701609
6538,rec-6005-org,rec-8191-dup-0,0,0.0,0.09999999999999998,0.6,0.0,0.7,1.0,0.0,0.5,0.6,0.1350501604283555
9884,rec-1608-org,rec-8191-dup-0,0,0.19999999999999996,0.19999999999999996,0.30000000000000004,0.09999999999999998,0.7,1.0,0.0,0.4,0.6,0.12738876136262378
12108,rec-3143-org,rec-8191-dup-0,0,0.09999999999999998,0.4,0.30000000000000004,0.19999999999999996,0.7,1.0,0.0,0.30000000000000004,0.7,0.13792212659094505
20291,rec-5899-org,rec-8191-dup-0,0,0.19999999999999996,0.09999999999999998,0.30000000000000004,0.8,1.0,0.0,0.0,0.6,0.6,0.15069448416116282
23282,rec-9361-org,rec-8191-dup-0,0,0.30000000000000004,0.19999999999999996,0.4,0.30000000000000004,0.7,1.0,0.0,0.6,0.7,0.13029853384759016
23326,rec-5716-org,rec-8191-dup-0,0,0.0,0.09999999999999998,0.4,0.8,1.0,0.5,0.0,0.5,0.6,0.1338731270059984
24555,rec-8191-org,rec-8191-dup-0,1,0.19999999999999996,0.5,1.0,0.8,1.0,1.0,0.0,1.0,1.0,0.5103775956775753
26600,rec-7257-org,rec-8191-dup-0,0,0.0,0.30000000000000004,0.4,0.8,1.0,0.0,0.0,0.5,0.9,0.19166612559371254
28658,rec-8027-org,rec-8191-dup-0,0,0.30000000000000004,0.5,0.4,0.19999999999999996,0.7,1.0,0.0,0.6,0.8,0.1504894049928027
2064,rec-6110-org,rec-8191-dup-1,0,0.19999999999999996,0.5,0.5,0.0,0.7,1.0,0.0,0.4,0.9,0.12981139221082008
4133,rec-5610-org,rec-8191-dup-1,0,0.19999999999999996,0.6,0.6,0.30000000000000004,0.7,1.0,0.0,0.6,0.8,0.12521520952502324
6539,rec-6005-org,rec-8191-dup-1,0,0.09999999999999998,0.19999999999999996,0.6,0.0,0.7,1.0,0.0,0.5,0.6,0.13016752336469245
9885,rec-1608-org,rec-8191-dup-1,0,0.19999999999999996,0.4,0.4,0.30000000000000004,0.7,1.0,0.0,0.4,0.6,0.12278311642484342
12109,rec-3143-org,rec-8191-dup-1,0,0.09999999999999998,0.5,0.30000000000000004,0.30000000000000004,0.7,1.0,0.0,0.30000000000000004,0.7,0.13293565574888017
23283,rec-9361-org,rec-8191-dup-1,0,0.09999999999999998,0.30000000000000004,0.5,0.30000000000000004,0.7,1.0,0.0,0.6,0.7,0.12558768827223293
23328,rec-5716-org,rec-8191-dup-1,0,0.09999999999999998,0.4,0.5,0.6,1.0,0.5,0.0,0.5,0.6,0.10159752201378733
24554,rec-8191-org,rec-8191-dup-1,1,1.0,1.0,0.9,0.6,1.0,1.0,0.0,1.0,1.0,0.7603206269083879
26602,rec-7257-org,rec-8191-dup-1,0,0.09999999999999998,0.5,0.5,0.6,1.0,0.0,0.0,0.5,0.9,0.11794642371322622
28659,rec-8027-org,rec-8191-dup-1,0,0.30000000000000004,0.5,0.5,0.30000000000000004,0.7,1.0,0.0,0.6,0.8,0.13850840117248525
2069,rec-1668-org,rec-1668-dup-1,1,1.0,0.8,0.8,0.9,1.0,0.7,0.0,1.0,1.0,0.4342456607533097
2070,rec-1668-org,rec-1668-dup-0,1,1.0,1.0,0.7,1.0,0.8,0.0,0.0,1.0,1.0,0.4039064871959363
2071,rec-1668-org,rec-1668-dup-2,1,1.0,1.0,0.9,0.8,0.8,0.0,0.0,1.0,1.0,0.38813115955594807
21295,rec-8399-org,rec-1668-dup-2,0,0.30000000000000004,0.19999999999999996,0.5,0.4,0.7,1.0,1.0,0.19999999999999996,0.7,0.11232981964514499
2072,rec-1668-org,rec-935-dup-0,0,0.30000000000000004,0.5,0.5,0.19999999999999996,0.7,0.7,0.0,0.19999999999999996,1.0,0.1432941937709799
2316,rec-7274-org,rec-935-dup-0,0,0.19999999999999996,0.5,1.0,0.4,1.0,0.0,0.0,0.19999999999999996,0.7,0.12204526795367429
3517,rec-5639-org,rec-935-dup-0,0,0.5,0.8,1.0,0.19999999999999996,0.7,0.0,0.0,0.6,0.7,0.10168749079373444
12073,rec-6942-org,rec-935-dup-0,0,0.19999999999999996,0.5,1.0,0.09999999999999998,0.7,0.0,0.0,0.6,0.7,0.11715680145519626
26456,rec-935-org,rec-935-dup-0,1,1.0,0.7,1.0,0.6,1.0,0.0,0.0,1.0,1.0,0.44435715953432653
28591,rec-3776-org,rec-935-dup-0,0,0.19999999999999996,0.6,1.0,0.19999999999999996,0.7,0.7,0.0,0.5,0.7,0.13685122917451084
2074,rec-6583-org,rec-631-dup-1,0,0.09999999999999998,0.0,0.09999999999999998,1.0,1.0,0.0,0.0,0.6,0.7,0.15833697234072455
4090,rec-321-org,rec-631-dup-1,0,0.4,0.9,0.6,0.09999999999999998,1.0,0.0,0.0,0.30000000000000004,0.6,0.11597423873015525
4107,rec-5527-org,rec-631-dup-1,0,0.19999999999999996,0.9,0.5,0.09999999999999998,0.7,0.19999999999999996,0.0,0.5,0.8,0.13195190789122296
7037,rec-3079-org,rec-631-dup-1,0,0.0,0.9,0.5,0.30000000000000004,1.0,0.0,0.0,0.5,0.6,0.1433560370150271
7542,rec-4330-org,rec-631-dup-1,0,0.09999999999999998,0.9,0.6,0.09999999999999998,1.0,0.0,0.0,0.4,0.7,0.13026430453176063
9476,rec-4801-org,rec-631-dup-1,0,0.30000000000000004,0.9,0.5,0.09999999999999998,0.7,0.0,0.0,0.5,0.6,0.12779327790472925
11032,rec-844-org,rec-631-dup-1,0,0.19999999999999996,0.9,0.4,0.0,1.0,0.19999999999999996,0.0,0.19999999999999996,0.8,0.14248161539360335
11333,rec-7361-org,rec-631-dup-1,0,0.09999999999999998,0.0,0.6,0.19999999999999996,0.7,0.19999999999999996,0.0,0.5,0.6,0.10095036777699685
11889,rec-3611-org,rec-631-dup-1,0,0.09999999999999998,0.9,0.09999999999999998,0.19999999999999996,0.7,0.0,0.0,0.5,0.7,0.1267147434871036
13159,rec-5674-org,rec-631-dup-1,0,0.19999999999999996,0.9,0.6,0.09999999999999998,1.0,0.0,0.0,0.5,0.8,0.1245052924042107
14559,rec-1409-org,rec-631-dup-1,0,0.0,0.9,0.09999999999999998,0.0,0.7,0.0,0.0,0.5,0.6,0.12905918114549494
15475,rec-7384-org,rec-631-dup-1,0,0.19999999999999996,0.9,0.5,0.09999999999999998,0.7,0.0,0.0,0.5,0.6,0.11890055876424334
16052,rec-1231-org,rec-631-dup-1,0,0.09999999999999998,0.9,0.7,0.0,0.7,0.19999999999999996,0.0,0.4,0.7,0.14024919961295754
16674,rec-4279-org,rec-631-dup-1,0,0.09999999999999998,0.09999999999999998,0.6,1.0,1.0,0.0,0.0,0.5,0.6,0.18189820873856125
16947,rec-2188-org,rec-631-dup-1,0,0.09999999999999998,0.9,0.4,0.30000000000000004,0.7,0.0,0.0,0.6,0.7,0.15054712080503033
17546,rec-410-org,rec-631-dup-1,0,0.09999999999999998,0.9,0.4,0.19999999999999996,0.7,0.0,0.0,0.4,0.7,0.1306579941738142
17744,rec-8170-org,rec-631-dup-1,0,0.30000000000000004,0.9,0.4,0.0,0.7,0.0,0.0,0.5,0.8,0.12095537123555791
18348,rec-5720-org,rec-631-dup-1,0,0.09999999999999998,0.9,0.4,0.09999999999999998,1.0,0.0,0.0,0.6,0.8,0.12955555168036345
18747,rec-6626-org,rec-631-dup-1,0,0.30000000000000004,0.9,0.4,0.19999999999999996,0.7,0.09999999999999998,0.0,0.5,0.7,0.13456343389587605
19361,rec-7058-org,rec-631-dup-1,0,0.0,0.19999999999999996,0.6,1.0,1.0,0.0,1.0,0.19999999999999996,0.7,0.2109345582134441
19548,rec-3341-org,rec-631-dup-1,0,0.19999999999999996,0.9,0.19999999999999996,0.19999999999999996,0.7,0.0,0.0,0.5,0.8,0.1324464037742
20510,rec-1174-org,rec-631-dup-1,0,0.09999999999999998,0.0,0.4,0.0,1.0,0.8,0.0,0.30000000000000004,0.6,0.10889360196489895
20922,rec-8099-org,rec-631-dup-1,0,0.19999999999999996,0.9,0.30000000000000004,0.09999999999999998,0.7,0.0,0.0,0.6,0.6,0.12950540640027602
21050,rec-1656-org,rec-631-dup-1,0,0.19999999999999996,0.9,0.5,0.09999999999999998,0.7,0.30000000000000004,0.0,0.4,0.6,0.11976346428447662
23610,rec-2359-org,rec-631-dup-1,0,0.19999999999999996,0.9,0.30000000000000004,0.19999999999999996,0.7,0.0,0.0,0.6,0.7,0.13235494037886486
23929,rec-8019-org,rec-631-dup-1,0,0.19999999999999996,0.9,0.5,0.0,0.7,0.19999999999999996,0.0,0.5,0.7,0.15307603378083603
25216,rec-8197-org,rec-631-dup-1,0,0.19999999999999996,0.9,0.5,0.0,1.0,0.0,0.0,0.6,0.8,0.1527221762208562
25380,rec-458-org,rec-631-dup-1,0,0.30000000000000004,0.9,0.6,0.09999999999999998,1.0,0.09999999999999998,0.0,0.5,0.8,0.14671981943412524
25955,rec-9107-org,rec-631-dup-1,0,0.09999999999999998,0.9,0.19999999999999996,0.19999999999999996,0.7,0.0,0.0,0.5,0.7,0.13066669441757645
25984,rec-3791-org,rec-631-dup-1,0,0.19999999999999996,0.0,0.09999999999999998,0.0,1.0,0.8,0.0,0.30000000000000004,0.7,0.1092844685609351
26357,rec-631-org,rec-631-dup-1,1,1.0,0.9,1.0,1.0,1.0,0.8,0.0,1.0,0.9,0.7954453339551911
26676,rec-9892-org,rec-631-dup-1,0,0.09999999999999998,0.9,0.6,0.0,0.7,0.0,0.0,0.19999999999999996,0.6,0.1346295438385967
26935,rec-3503-org,rec-631-dup-1,0,0.19999999999999996,0.9,0.30000000000000004,0.09999999999999998,0.7,0.0,0.0,0.5,0.7,0.1294581524276034
28775,rec-6792-org,rec-631-dup-1,0,0.30000000000000004,0.9,0.5,0.19999999999999996,0.7,0.0,0.0,0.6,0.6,0.15297533917323822
2076,rec-509-org,rec-1803-dup-1,0,0.0,1.0,0.7,0.0,0.7,0.0,0.0,0.19999999999999996,0.6,0.12306592411564354
4117,rec-1803-org,rec-1803-dup-1,1,1.0,1.0,0.7,0.7,1.0,0.9,0.0,1.0,1.0,0.6076140052532581
2077,rec-7468-org,rec-6847-dup-1,0,0.5,0.5,0.4,0.19999999999999996,0.7,1.0,0.0,0.6,0.8,0.217471327109228
5556,rec-6847-org,rec-6847-dup-1,1,1.0,0.9,1.0,0.9,1.0,1.0,0.0,1.0,1.0,0.8473786666026338
5757,rec-4080-org,rec-6847-dup-1,0,0.09999999999999998,0.30000000000000004,0.30000000000000004,0.9,1.0,0.30000000000000004,0.0,0.4,0.6,0.10047645904572589
11415,rec-213-org,rec-6847-dup-1,0,0.6,0.0,0.4,0.4,1.0,0.6,0.0,0.5,0.6,0.11858091752779935
23181,rec-5474-org,rec-6847-dup-1,0,0.4,0.7,0.09999999999999998,0.9,1.0,0.0,0.0,0.4,0.7,0.1136763949658179
25845,rec-648-org,rec-6847-dup-1,0,0.19999999999999996,0.5,0.30000000000000004,0.9,1.0,0.0,1.0,0.5,0.6,0.11792845720534689
27669,rec-2603-org,rec-6847-dup-1,0,0.0,0.4,0.4,0.0,0.7,1.0,0.0,0.6,0.6,0.1197601515739277
2078,rec-7468-org,rec-6847-dup-2,0,0.5,0.5,0.4,0.30000000000000004,0.7,1.0,0.0,0.6,0.8,0.2057696415666951
5558,rec-6847-org,rec-6847-dup-2,1,1.0,0.9,0.9,0.6,0.9,1.0,0.0,1.0,1.0,0.5821423533712273
27670,rec-2603-org,rec-6847-dup-2,0,0.0,0.4,0.5,0.0,0.7,1.0,0.0,0.6,0.6,0.11331610374071469
2079,rec-7468-org,rec-2603-dup-1,0,0.09999999999999998,0.4,0.4,0.0,1.0,0.9,0.0,0.6,0.6,0.11166071480713795
5559,rec-6847-org,rec-2603-dup-1,0,0.0,0.4,0.4,0.0,0.7,0.9,0.0,0.6,0.6,0.11502327909982761
18643,rec-4109-org,rec-2603-dup-1,0,0.19999999999999996,0.09999999999999998,0.4,1.0,1.0,0.0,0.0,0.6,0.6,0.18621715248301635
27667,rec-2603-org,rec-2603-dup-1,1,1.0,0.9,1.0,1.0,1.0,0.9,0.0,1.0,1.0,0.8291250598864565
2080,rec-7468-org,rec-6847-dup-0,0,0.5,0.5,0.4,0.30000000000000004,0.7,0.7,0.0,0.6,0.8,0.10509356403054318
5557,rec-6847-org,rec-6847-dup-0,1,1.0,1.0,1.0,0.9,1.0,0.7,0.0,1.0,1.0,0.7803509724688995
21213,rec-5910-org,rec-6847-dup-0,0,0.0,0.30000000000000004,0.4,1.0,1.0,0.0,0.0,0.5,0.8,0.10431900160250868
23180,rec-5474-org,rec-6847-dup-0,0,0.4,0.6,0.09999999999999998,0.9,1.0,0.0,0.0,0.4,0.7,0.11749170723361291
25846,rec-648-org,rec-6847-dup-0,0,0.19999999999999996,0.5,0.30000000000000004,0.9,1.0,0.0,1.0,0.5,0.6,0.10135333391577996
